Dates,FXY,FXE,FXC,FXF,FXB,FXA,FXS
1/4/2010,107.18,143.86,95.72,96.64,160.57,91.29,141.27
1/5/2010,108.24,143.46,95.95,96.3,159.52,91.2,140.18
1/6/2010,107.4,143.89,96.5365,96.87,159.75,92.03,141.16
1/7/2010,106.47,142.97,96.31,96.3501,158.9378,91.85,140.01
1/8/2010,107.12,143.91,96.66,97.27,159.84,92.48,140.822
1/11/2010,107.73,144.94,96.46,98.01,160.59,93.25,141.86
1/12/2010,109.08,144.65,95.8979,97.74,161.17,92.1,141.06
1/13/2010,108.51,144.83,96.72,97.75,162.38,92.54,141.878
1/14/2010,108.9,144.76,97.4,97.7,162.79,93.27,142.1701
1/15/2010,109.18,143.55,96.82,96.94,162.13,92.45,140.77
1/19/2010,108.87,142.78,96.71,96.44,163.33,92.65,140.41
1/20/2010,108.75,140.78,95.18,95.29,162.35,91,138.45
1/21/2010,109.79,140.7,94.75,95.52,161.49,90.37,137.7799
1/22/2010,110.4,141.14,94.18,95.558,160.63,90.28,137.66
1/25/2010,109.96,141.26,94.16,95.69,161.89,90.71,137.96
1/26/2010,110.7,140.55,93.77,95.12,160.93,90.07,137.2
1/27/2010,110.2,139.96,93.57,94.77,161.18,89.62,136.41
1/28/2010,110.4,139.46,93.43,94.61,160.78,89.71,135.81
1/29/2010,109.96,138.39,93.19,93.81,159.34,88.71,134.99
2/1/2010,109.44,139.05,93.8,94.24,159.1,89.15,137.318
2/2/2010,109.79,139.38,94.19,94.303,159.3,88.71,137.53
2/3/2010,109.04,138.71,93.75,93.98,158.49,88.31,137.061
2/4/2010,111.6,137.16,92.86,93.3999,157.04,86.48,134.14
2/5/2010,111,136.4,93.06,92.75,155.83,86.75,133.47
2/8/2010,111.07,136.37,92.72,92.77,155.5,86.5,134.15
2/9/2010,110.73,137.52,93.3,93.43,156.51,87.86,135.93
2/10/2010,110.26,137.06,93.72,93.13,155.33,87.61,136.27
2/11/2010,110.59,136.59,94.78,92.88,156.45,89.18,137.83
2/12/2010,110.22,135.87,94.71,92.42,156.18,88.76,137.39
2/16/2010,110.05,137.41,95.47,93.3,157.37,90.31,139.02
2/17/2010,108.78,135.82,95.31,92.31,156.31,90.13,138.21
2/18/2010,108.67,135.86,95.66,92.31,155.67,90.37,138.54
2/19/2010,108.28,135.65,95.73,92.34,154,89.99,138.04
2/22/2010,108.89,135.7,95.54,92.47,154.28,90.17,138.58
2/23/2010,110.02,134.75,94.25,91.723,153.57,89.01,137.045
2/24/2010,109.99,135.05,94.49,92.01,153.46,89.5,138.05
2/25/2010,111.35,135.27,94.06,92.14,152.18,89.11,138.828
2/26/2010,111.65,135.85,94.7,92.61,151.97,89.83,139.73
3/1/2010,111.34,135.32,95.62,92.17,149.42,90.07,138.78
3/2/2010,111.83,135.82,96.13,92.53,149.11,90.39,138.9499
3/3/2010,112.2,136.65,96.51,93.17,150.47,90.59,139.81
3/4/2010,111.3,135.64,96.63,92.4,149.86,90.18,139.26
3/5/2010,109.75,135.91,96.66,92.59,150.92,90.85,140.05
3/8/2010,109.85,136,96.93,92.7,150.12,91,140.24
3/9/2010,110.23,135.71,97.04,92.48,149.42,91.49,139.76
3/10/2010,109.56,136.22,97.06,92.92,149.18,91.57,139.97
3/11/2010,109.54,136.48,97.21,93.07,150.12,91.62,140.31
3/12/2010,109.63,137.3,97.8,93.96,151.33,91.68,141.3001
3/15/2010,109.6,136.44,97.68,93.66,149.99,91.55,140.3514
3/16/2010,109.92,137.47,98.22,94.39,152.02,91.97,141.06
3/17/2010,109.88,137.11,98.59,94.37,152.73,92.4399,140.99
3/18/2010,109.77,135.8,98.24,94.04,151.85,92.3,139.962
3/19/2010,109.54,135.06,97.96,93.82,149.64,91.77,138.9815
3/22/2010,110.01,135.21,97.75,93.99,150.4,91.94,138.46
3/23/2010,109.67,134.67,98.02,94.05,149.95,92.1199,138.55
3/24/2010,107.59,132.94,97.12,92.69,148.28,91.02,137.17
3/25/2010,106.94,132.52,97.18,92.6426,147.61,90.96,136.97
3/26/2010,107.21,133.8,97,93.34,148.47,90.57,137.29
3/29/2010,107.25,134.46,97.57,93.61,149.32,91.92,137.134
3/30/2010,106.85,133.83,97.66,93.244,150.16,92.04,137.35
3/31/2010,106.05,134.73,98.07,94.37,151.31,92.04,138
4/1/2010,105.6,135.51,98.75,94.36,152.34,92.09,139.11
4/5/2010,105.13,134.48,99.29,93.61,152.28,92.11,138.91
4/6/2010,105.8,133.73,99.43,93.0619,152.21,92.89,138.38
4/7/2010,106.28,133.22,99.07,92.63,151.9,92.84,137.54
4/8/2010,106.19,133.16,99.3,92.63,152.13,92.87,137.526
4/9/2010,106.4,134.58,99.16,93.32,153.25,93.41,138.37
4/12/2010,106.3,135.48,99.22,93.8,153.15,92.95,138.6753
4/13/2010,106.39,135.51,99.4,94.22,153.1,92.84,139.2001
4/14/2010,106.38,136.22,99.67,94.58,154.14,93.62,139.87
4/15/2010,106.53,135.47,99.22,94.17,154.42,93.52,139.355
4/16/2010,107.64,134.77,98.24,93.75,153.3,92.7,138.808
4/19/2010,107.29,134.51,98.07,93.52,152.82,92.45,138.864
4/20/2010,106.41,134.1,99.67,93.06,153.17,93.321,139.43
4/21/2010,106.34,133.65,99.65,92.91,153.52,93.02,138.66
4/22/2010,105.89,132.78,99.56,92.34,153.31,93.1,137.97
4/23/2010,105.44,133.37,99.65,92.61,153.21,92.89,138.86
4/26/2010,105.44,133.3,99.42,92.5581,153.99,92.92,139.21
4/27/2010,106.42,131.43,97.82,91.37,151.85,91.63,136.95
4/28/2010,105.32,131.63,98.67,91.56,151.34,92.72,136.47
4/29/2010,105.35,132.07,99.01,91.84,152.68,93.03,137.5199
4/30/2010,105.55,132.77,98,92.4,152.39,92.82,137.32
5/3/2010,104.79,131.61,98.53,91.59,151.84,92.664,137
5/4/2010,104.94,129.7,97.108,90.2,151.02,90.96,134.451
5/5/2010,105.73,127.86,96.68,88.93,150.41,90.56,131.42
5/6/2010,109.77,125.96,94.59,89.552,147.92,88.67,126.9002
5/7/2010,108.43,126.96,95.34,89.7,147.6199,88.71,129.562
5/10/2010,106.29,127.51,97.16,89.47,148.04,90.35,132.321
5/11/2010,106.86,126.45,97.43,89.55,148.97,89.71,131.33
5/12/2010,106.345,125.91,97.6,89.47,147.69,89.425,131.65
5/13/2010,106.86,124.95,97.53,88.95,145.57,89.72,130.19
5/14/2010,107.36,123.47,96.48,87.83,144.77,88.7,128.373
5/17/2010,107.12,123.48,96.28,87.84,144.2,87.84,129.245
5/18/2010,107.32,121.77,95.98,86.66,142.79,86.68,127.33
5/19/2010,108.32,123.5,95.31,86.35,143.54,84.7,127.2
5/20/2010,110.57,124.75,93.19,86.37,143.35,82.28,125.65
5/21/2010,110.09,125.36,93.94,86.51,144.27,83.32,127.735
5/24/2010,109.62,123.42,93.86,85.78,143.78,83.08,126.86
5/25/2010,109.93,122.98,93.01,85.94,143.43,82.67,124.795
5/26/2010,110.17,121.57,93.11,85.72,143.4301,82.53,124.32
5/27/2010,108.94,123.22,94.76,86.29,145.24,85.31,125
5/28/2010,108.98,122.37,94.59,85.75,144.02,84.9799,127.495
6/1/2010,108.85,122.03,94.41,85.9,145.88,83.34,127.104
6/2/2010,107.54,122.11,95.84,86.0689,145.96,84.246,127.2699
6/3/2010,106.95,121.22,95.5637,85.94,145.55,84.39,127.2001
6/4/2010,108.07,119.28,93.81,85.54,144.11,82.25,124.83
6/7/2010,108.2,118.8,93.84,85.41,144.07,81.1001,122.6725
6/8/2010,108.44,119.12,94.9,86.23,143.68,82.84,122.742
6/9/2010,108.66,119.52,95.28,86.6,144.72,82.83,124.001
6/10/2010,108.51,121.05,96.48,87,146.53,85.15,125.96
6/11/2010,108.04,120.57,96.26,86.38,144.65,85.16,125.509
6/14/2010,108.31,121.89,96.33,86.96,146.83,85.9999,126.52
6/15/2010,108.4,123.07,97.04,87.82,147.58,86.73,128.3
6/16/2010,108.42,122.625,97.1,87.95,147.03,86.51,127.8899
6/17/2010,108.92,123.49,96.89,89.42,147.52,86.94,128.34
6/18/2010,109.17,123.36,97.42,89.63,147.6,87.16,128.335
6/21/2010,108.855,122.78,97.11,89.3,146.94,87.89,128.37
6/22/2010,109.65,122.38,96.68,89.77,147.44,87.42,126.3701
6/23/2010,110.22,122.69,95.81,89.93,148.89,87.52,128.235
6/24/2010,110.7,122.86,95.325,90.1,148.59,86.81,127.75
6/25/2010,111,123.44,96.07,90.94,149.99,87.76,128.44
6/28/2010,110.82,122.33,96.07,91.41,150.47,87.45,128.78
6/29/2010,111.87,121.56,94.28,91.92,150.14,85.17,127.665
6/30/2010,112.09,121.87,93.44,92.2,148.78,84.37,127.66
7/1/2010,113.13,124.77,93.83,93.8089,151.16,84.35,129.71
7/2/2010,112.86,125.08,93.62,93.3,151.31,84.31,131.14
7/6/2010,113.19,125.8,94.23,93.775,150.76,85.16,130.5801
7/7/2010,112.85,126.01,94.9,94.51,151.24,86.63,131.538
7/8/2010,112.09,126.5,95.29,94.65,150.94,87.7126,132.09
7/9/2010,111.74,126,96.24,94.0719,150.02,87.8434,132.77
7/12/2010,111.77,125.48,95.85,93.655,149.67,87.625,132.6
7/13/2010,111.98,126.73,96.22,94.18,150.94,88.1,134.27
7/14/2010,112.2,126.97,96.19,94.32,151.88,88.44,135.09
7/15/2010,113.28,128.91,95.75,95.36,153.8,88.55,136.476
7/16/2010,114.29,128.82,94.3,94.47,152.31,87.14,135.986
7/19/2010,114.04,128.98,94.29,94.1301,151.69,87.21,135.236
7/20/2010,113.25,128.49,95.17,94.35,152.16,88.52,134.83
7/21/2010,113.8,127.27,94.89,94.59,150.99,87.99,134.19
7/22/2010,113.955,128.42,95.66,95.26,151.98,89.5501,135.9
7/23/2010,113.36,128.72,95.97,94.28,153.54,89.92,136.16
7/26/2010,113.96,129.51,96.315,94.75,154.12,90.55,136.3
7/27/2010,112.595,129.58,95.95,93.7,155.21,90.47,136.61
7/28/2010,113.23,129.44,95.77,94.0089,155.18,89.45,136.49
7/29/2010,114.02,130.31,95.97,95.39,155.4,90.34,138.08
7/30/2010,114.6,129.88,96.73,95.3799,156.15,90.81,138.21
8/2/2010,114.5,131.26,97.16,95.53,158.15,91.287,140.2
8/3/2010,115.39,131.87,97.13,95.58,158.73,91.28,140.3201
8/4/2010,114.78,131.18,97.71,94.3489,158.22,91.78,139.54
8/5/2010,115.37,131.46,97.8,94.9674,158.18,91.56,139.78
8/6/2010,115.96,132.45,96.77,95.7101,158.95,91.98,140.7
8/9/2010,115.29,131.83,96.86,94.68,158.36,91.75,140.38
8/10/2010,116.01,131.39,96.325,94.76,157.75,91.4,139.021
8/11/2010,115.99,128.41,95.135,93.844,156.1,89.973,135.3099
8/12/2010,115.28,127.82,95.35,94.59,155.09,89.73,135.2795
8/13/2010,114.75,127.08,95.51,94.35,155.26,89.41,133.49
8/16/2010,116.06,127.74,95.21,95.5,155.83,89.91,135
8/17/2010,115.82,128.34,96.27,95.17,155.1,90.68,135.812
8/18/2010,115.85,128.14,96.66,95.3,155.33,90.06,135.68
8/19/2010,116.06,127.75,95.7,96.25,155.26,89.48,134.668
8/20/2010,115.62,126.65,94.815,95.91,154.63,89.43,134.06
8/23/2010,116.17,126.2,94.52,95.37,154.45,89.377,134.27
8/24/2010,117.63,126.275,93.76,96.2899,153.56,88.64,133.27
8/25/2010,116.885,126.07,93.75,96.34,153.73,88.51,133.27
8/26/2010,117.28,126.85,94.12,97.0378,154.63,89.02,134.65
8/27/2010,115.99,126.89,94.48,96.4299,154.39,90.18,135.39
8/30/2010,117.11,126.21,93.79,96.76,153.86,89.49,134.75
8/31/2010,117.83,126.25,93.24,97.8,152.6,89.3,#N/A N/A
9/1/2010,117.3,127.56,94.5,97.812,153.76,90.95,136.571
9/2/2010,117.53,127.77,94.4,98.0438,153.23,91.23,137.2
9/3/2010,117.28,128.47,95.68,97.59,153.89,91.7117,137.85
9/7/2010,118.18,126.48,94.879,98.3,152.93,91.17,135.9
9/8/2010,117.96,126.68,95.8301,98.12,153.91,91.774,136.927
9/9/2010,118.11,126.59,96.184,97.8,153.64,92.48,136.92
9/10/2010,117.56,126.66,96.03,97.39,152.83,92.78,137.578
9/13/2010,118.32,128.26,96.8,98.56,153.45,93.7222,139.13
9/14/2010,119.13,129.59,96.76,99.75,154.84,94.34,141.14
9/15/2010,115.63,129.62,96.87,98.92,155.43,94,140.62
9/16/2010,115.3,130.3,96.85,97.85,155.53,93.86,141.33
9/17/2010,115.34,129.88,96.42,98.31,155.48,93.82,140.69
9/20/2010,115.4,130.13,96.59,98.75,154.76,94.8701,142.118
9/21/2010,116.29,131.83,96.83,99.55,155.41,95.59,144.62
9/22/2010,117.075,133.41,96.57,100.64,155.9,95.74,145.28
9/23/2010,117.35,132.7,96.17,100.721,156,95.23,144.09
9/24/2010,117.46,134.41,96.92,100.759,157.49,96.25,146.295
9/27/2010,117.5,134.2,96.7,100.88,157.75,96.485,145.57
9/28/2010,117.9,135.285,96.52,101.65,157.17,97.05,147.39
9/29/2010,118.315,135.79,96.19,101.66,157.05,97.135,148.248
9/30/2010,118.57,135.81,96.64,101,156.33,97,147.745
10/1/2010,118.8,137.25,97.48,101.79,157.56,97.345,148.375
10/4/2010,118.64,136.39,97.28,102.078,157.52,96.84,147.15
10/5/2010,118.91,137.85,97.73,102.63,158.14,97.165,148.25
10/6/2010,119.33,138.83,98.385,103.3,158.13,97.762,148.25
10/7/2010,120.09,138.62,97.62,102.64,157.81,98.18,149.58
10/8/2010,120.54,138.75,98.335,102.99,158.73,98.66,149.28
10/11/2010,120.49,138.2,98.1,102.93,157.93,98.555,149.31
10/12/2010,120.86,138.65,98.3976,103.72,157.17,98.74,149.79
10/13/2010,121.03,139.04,98.97,103.5,158.12,99.15,150.27
10/14/2010,121.47,140.22,98.86,104.16,159.26,99.58,151.686
10/15/2010,121.51,139.25,98.2724,103.54,159.07,99.09,150.204
10/18/2010,121.86,139.42,98.05,103.73,158.5,99.59,149.9899
10/19/2010,121.35,136.81,96.36,102.23,156.2,96.994,145.95
10/20/2010,121.88,138.97,97.3,103.13,157.61,98.83,149.68
10/21/2010,121.59,138.73,96.88,102.53,156.2,98.045,149.04
10/22/2010,121.58,138.78,96.81,101.28,156.005,98.32,150.11
10/25/2010,122.47,139.19,97.45,102.23,156.48,99.27,151.26
10/26/2010,121.38,138.04,97.11,100.7,157.56,98.68,147.84
10/27/2010,121.06,137.17,96.66,100.14,156.82,97.38,146.8
10/28/2010,122.09,138.77,97.36,100.92,158.59,98.17,147.84
10/29/2010,122.925,138.69,97.4999,100.81,159.45,98.29,149.05
11/1/2010,122.74,138.36,97.87,99.91,159.57,98.61,148.42
11/2/2010,122.62,139.76,98.48,101.302,159.41,99.91,149.99
11/3/2010,121.91,140.7,98.75,102.24,160.14,100.4,150.834
11/4/2010,122.67,141.5,99.19,103.5,162.07,101.7,152.44
11/5/2010,121.63,139.83,99.41,103.1681,161.04,101.57,150.69
11/8/2010,121.87,138.67,99.08,102.68,160.44,101.44,148.54
11/9/2010,120.86,137.27,98.71,102.45,159.05,100.43,147.39
11/10/2010,120.2,137.24,99.42,102.13,160.3,100.75,147.77
11/11/2010,119.88,136.07,99.13,101.7,160.3,99.99,145.32
11/12/2010,120,136.4,98.5501,101.23,160.51,98.8,144.91
11/15/2010,118.88,135.18,98.54,100.56,159.62,98.51,144.51
11/16/2010,118.72,134.35,97.3,99.59,158.04,97.86,143.12
11/17/2010,118.68,134.65,97.08,99.9,158.1,98.01,143.46
11/18/2010,118.45,135.78,97.34,99.49,159.57,99.045,144.69
11/19/2010,118.51,136.36,97.69,100.04,159.04,98.84,145.27
11/22/2010,118.8,135.71,97.72,100.25,158.78,99.16,144.522
11/23/2010,118.92,133.23,97.19,99.51,156.96,97.51,142.768
11/24/2010,118.3,132.76,98.32,99.59,156.92,98.42,143.1
11/26/2010,117.68,131.98,97.47,98.93,155.26,96.59,142.14
11/29/2010,117.43,130.73,97.63,99.2,154.91,96.65,142.25
11/30/2010,118.16,129.3,96.87,98.87,154.72,96.2,141.9
12/1/2010,117.52,130.87,97.75,98.92,155.4,96.89,142.76
12/2/2010,117.87,131.77,99.03,99.89,155.15,97.66,144.15
12/3/2010,119.56,133.58,99.09,101.68,156.85,99.29,146.26
12/6/2010,119.65,132.64,98.94,101.02,156.36,99.07,145.485
12/7/2010,118.43,132.23,98.3,100.42,156.83,98.47,144.792
12/8/2010,117.73,132.13,98.36,100.54,157.19,98.05,144.5365
12/9/2010,118.13,131.9,98.41,100.86,156.8,98.59,144.416
12/10/2010,117.77,131.79,98.53,101.19,157.22,98.69,143.9298
12/13/2010,118.51,133.42,98.66,102.475,157.75,99.63,145.508
12/14/2010,118.12,133.3,98.79,103.33,156.96,100.01,146.3088
12/15/2010,117.36,131.69,99.03,102.44,154.57,98.71,145.2001
12/16/2010,117.66,131.88,98.86,102.86,155.48,99.09,146.23
12/17/2010,117.9,131.36,98.17,102.25,154.33,99.06,145.5023
12/20/2010,118.07,130.73,97.83,102.79,154.22,99.64,145.37
12/21/2010,118.08,130.44,97.72,103.4,153.75,99.89,145.22
12/22/2010,118.33,130.47,98.0599,104.21,153,100.34,144.95
12/23/2010,119.18,130.67,98.53,103.46,153.54,100.78,145.25
12/27/2010,119.32,131.08,98.76,103.26,153.2107,100.7,146.18
12/28/2010,119.9,130.67,99.43,104.22,152.98,101.26,144.79
12/29/2010,121.11,131.71,99.36,104.74,154.11,102.13,146.15
12/30/2010,121.2,132.35,99.43,105.97,153.35,102.04,147.44
12/31/2010,121.75,133.09,99.54,106.25,155.77,102.66,148.96
1/3/2011,120.93,132.97,100.05,106.16,153.92,101.69,148.56
1/4/2011,120.47,132.45,99.58,104.51,154.98,100.6,148.21
1/5/2011,118.72,131.04,99.7901,102.6516,154.23,100.01,146.906
1/6/2011,118.63,129.64,99.76,102.765,153.87,99.46,144.88
1/7/2011,119.03,128.59,100.28,102.55,154.58,99.77,143.79
1/10/2011,119.48,129.04,100.13,102.5,154.93,99.71,144.63
1/11/2011,118.78,129.28,100.45,101.85,155.28,98.86,145.42
1/12/2011,119.14,130.78,100.77,102.58,156.78,99.66,147.2
1/13/2011,119.37,132.96,100.51,102.76,157.37,99.79,148.38
1/14/2011,119.09,133.2,100.5,102.84,157.83,99.13,149.45
1/18/2011,119.6,133.29,100.16,102.89,158.54,99.98,149.18
1/19/2011,120.46,134.17,99.89,103.82,158.96,100.26,150.5
1/20/2011,119.06,134.21,99.74,102.52,158.07,98.99,149.59
1/21/2011,119.69,135.629,99.9,103.445,159.14,99.24,151.0501
1/24/2011,119.83,135.92,100,104.48,159.08,100.14,151.531
1/25/2011,120.16,136.28,99.68,105.18,157.28,99.96,152.39
1/26/2011,120.105,136.35,99.91,105.11,158.055,100.05,153.68
1/27/2011,119.24,136.86,100.13,104.84,158.35,99.515,154.9
1/28/2011,120.325,135.57,99.35,105.23,157.68,99.6,152.93
1/31/2011,120.42,136.38,99.31,105.01,159.28,99.99,154.49
2/1/2011,121.475,137.78,100.34,105.98,160.56,101.15,156.419
2/2/2011,121.195,137.55,100.62,105.44,160.96,100.86,155.31
2/3/2011,121.14,135.8,100.3563,104.84,160.49,101.655,153.75
2/4/2011,120.2,135.36,100.61,103.83,160.03,101.47,153.88
2/7/2011,120.045,135.34,100.44,103.76,160.12,101.4,154.45
2/8/2011,119.98,135.8,100,102.9101,159.772,101.62,154.798
2/9/2011,119.98,136.79,100.04,103.51,160.09,101.27,154.81
2/10/2011,118.64,135.43,99.87,102.19,159.95,100.58,153.59
2/11/2011,118.41,134.97,100.77,101.88,159.12,100.31,153.595
2/14/2011,118.64,134.34,100.6,102.19,159.44,100.49,153.1499
2/15/2011,117.9,134.29,100.46,102.49,160.26,99.66,153.47
2/16/2011,118.17,135.17,100.94,103.35,159.98,100.56,154.85
2/17/2011,118.57,135.53,100.97,104.35,160.72,101.34,155.552
2/18/2011,118.88,136.32,100.86,104.7738,161.37,101.7,155.35
2/22/2011,119.36,135.98,100.39,105.6,160.36,100.06,154.536
2/23/2011,119.76,136.91,100.6,106.16,161.115,100.42,155.45
2/24/2011,120.63,137.47,101.14,107.02,160.41,101.26,156.01
2/25/2011,120.97,136.98,101.62,106.75,160.18,102.07,155.03
2/28/2011,120.74,137.43,102.38,106.67,161.61,102.16,157.39
3/1/2011,120.6,137.16,102.03,106.62,161.59,101.35,157.1
3/2/2011,120.63,138.09,102.25,107.32,162.28,101.69,157.83
3/3/2011,119.95,139.04,102.3,106.3188,161.72,101.63,157.47
3/4/2011,120,139.28,102.325,107.04,161.71,101.44,156.88
3/7/2011,120.08,139.18,102.2,106.96,161.04,101.19,156.96
3/8/2011,119.5,138.42,102.37,105.9,160.56,101.0714,155.97
3/9/2011,119.43,138.47,102.66,106.58,161.09,101.136,157.34
3/10/2011,119.12,137.33,101.94,106.329,159.51,100.06,155.17
3/11/2011,120.61,138.47,102.4,106.65,159.865,101.65,157.12
3/14/2011,120.92,139.44,102.26,107.23,160.84,101.19,156.83
3/15/2011,122.25,139.41,101.05,108.14,159.81,99.26,155.94
3/16/2011,123.71,138.32,100.31,109.08,159.26,98.372,153.544
3/17/2011,125.16,139.63,100.83,110.22,160.4,98.32,155.4299
3/18/2011,122.3,141.14,100.83,109.73,161.26,99.98,158.6
3/21/2011,121.86,141.64,101.518,109.48,162.12,100.74,158.95
3/22/2011,122.105,141.4,101.5,109.72,162.8836,101.35,157.832
3/23/2011,122.12,140.46,101.4,109.0576,161.3824,101.65,157.2
3/24/2011,121.98,141.13,101.8772,109.04,160.06,102.48,157.35
3/25/2011,121.24,140.17,101.26,107.6354,159.15,102.85,156
3/28/2011,120.88,140.36,101.84,108.03,158.94,102.87,156.0001
3/29/2011,119.85,140.49,102.04,107.63,158.94,103.27,157.32
3/30/2011,119.15,140.69,102.39,107.83,159.83,103.59,157.314
3/31/2011,118.76,141.16,102.59,107.875,159.5299,103.81,158.071
4/1/2011,117.45,141.66,103.115,107.13,160.15,103.89,158.2
4/4/2011,117.55,141.63,102.78,107.3,160.25,103.7,157.53
4/5/2011,116.4,141.67,103.17,107.051,161.84,103.359,157.349
4/6/2011,115.61,142.74,103.55,107.82,162.31,104.53,158.02
4/7/2011,116.28,142.47,103.78,108.17,162.11,104.71,157.584
4/8/2011,116.39,144,103.85,108.98,162.58,105.46,160.36
4/11/2011,116.67,143.71,103.97,109.28,162.46,105.05,159.0011
4/12/2011,117.93,144.195,103.25,110.4524,161.49,104.68,158.09
4/13/2011,117.86,143.89,103.3195,110.53,161.64,105.26,159.11
4/14/2011,118.31,144.39,103.61,111.0156,162.42,105.6648,160.45
4/15/2011,118.82,143.69,103.57,111.03,161.91,105.825,160.883
4/18/2011,119.39,141.76,103.17,110.47,161.59,105.38,158.04
4/19/2011,119.65,142.75,103.99,110.1,162.08,105.41,160.17
4/20/2011,119.86,144.57,104.33,111.46,162.98,107.13,162.689
4/21/2011,120.7,145.01,104.3,111.9,164.25,107.79,163.08
4/25/2011,120.85,145.27,104.19,112.49,163.9,107.55,163.39
4/26/2011,121.09,145.86,104.4478,113.09,163.72,108.1238,163.34
4/27/2011,120.355,147.41,104.68,113.34,165.26,109.048,164.93
4/28/2011,121.09,147.65,104.6,113.44,165.35,109.67,165.79
4/29/2011,121.7,147.54,105.11,114.55,165.99,110.02,168.44
5/2/2011,121.52,147.74,104.56,114.52,165.5,109.464,165.372
5/3/2011,121.92,147.74,104.37,114.98,163.65,108.67,164.58
5/4/2011,122.57,147.72,103.75,114.925,163.98,107.415,163.26
5/5/2011,123.2,144.69,102.67,113.7,162.7,105.67,159.6101
5/6/2011,122.5,143,102.83,112.94,162.91,107.04,157.99
5/9/2011,123.04,142.95,103.21,113.575,162.9,108.02,159.03
5/10/2011,122.11,143.44,103.84,112.42,162.52,108.51,160.2499
5/11/2011,121.83,141.49,103.44,111.64,162.4,107.09,157.55
5/12/2011,122.07,141.84,103.35,111.96,161.79,106.83,158.01
5/13/2011,122.13,140.52,102.62,110.9,160.85,105.8,155.957
5/16/2011,122.245,141.26,102.06,112.009,160.95,106.04,156.81
5/17/2011,121.32,141.69,102.24,112.39,161.38,106.41,157.524
5/18/2011,120.88,141.85,102.47,112.39,160.52,106.47,157.892
5/19/2011,121.07,142.56,102.7,112.47,161.24,106.96,158.93
5/20/2011,120.83,141.03,102.2,112.64,161.39,106.98,158.01
5/23/2011,120.34,139.94,101.77,112.07,160.07,105.36,156.44
5/24/2011,120.49,140.54,101.88,112.6,160.82,105.86,156.98
5/25/2011,120.42,140.33,101.72,113.44,161.71,105.62,157.33
5/26/2011,121.31,140.85,101.63,114.31,162.82,106.7,158.04
5/27/2011,122.07,142.35,101.76,116.13,163.7,107.29,159.88
5/31/2011,121.055,143.38,102.67,116.08,163.42,107.15,161.2
6/1/2011,122,142.81,101.9,117.52,162.27,106.16,159.19
6/2/2011,121.96,144.34,101.93,117.49,162.6,106.84,160.5932
6/3/2011,123,145.74,101.65,118.55,163.16,107.25,162.27
6/6/2011,123.15,145.05,101.36,118.35,162.36,107.05,160.65
6/7/2011,123.35,146.24,101.93,118.43,163.25,107.16,161.98
6/8/2011,123.48,145.14,101.48,118.43,162.84,106.26,160.73
6/9/2011,122.94,144.53,102.19,117.69,162.65,106.43,159.625
6/10/2011,122.81,142.79,101.64,117.44,161.13,105.64,156.73
6/13/2011,123.06,143.57,101.81,118.25,162.75,106.15,157.362
6/14/2011,122.63,143.92,102.64,117.1,162.63,107,157.39
6/15/2011,121.78,141.16,101.58,115.94,160.65,105.76,153.57
6/16/2011,122.34,141.28,101.18,116.54,160.35,105.62,153.79
6/17/2011,123.28,142.54,101.48,116.69,160.68,106.37,155.34
6/20/2011,122.88,142.47,101.46,116.92,160.9,105.93,155.28
6/21/2011,123.07,143.51,102.26,117.79,161.37,106.3,156.66
6/22/2011,122.85,143.04,102.18,117.98,159.57,105.98,156.2685
6/23/2011,122.45,142.1,101.69,117.99,159.02,105.58,154.35
6/24/2011,122.61,141.32,100.76,118.22,158.58,105.27,152.968
6/27/2011,121.98,142.28,100.81,118.41,158.7,104.7,154.65
6/28/2011,121.62,143.1,101.22,118.9,158.81,105.72,154.28
6/29/2011,122.04,143.81,102.44,118.51,159.51,107.11,156.6
6/30/2011,122.53,144.48,103.11,117.72,159.38,107.62,157.5
7/1/2011,122.08,144.74,103.75,116.58,159.61,107.83,158.79
7/5/2011,121.71,143.68,103.2201,117.75,159.51,106.99,158.16
7/6/2011,121.88,142.55,102.99,117.92,158.88,106.93,156.45
7/7/2011,121.44,142.97,103.68,117.18,158.57,107.8,157.4844
7/8/2011,122.38,142.04,103.49,118.28,159.34,107.68,155.7
7/11/2011,122.84,139.57,102.6,118.43,157.88,106.55,151.718
7/12/2011,124.25,139.19,102.93,119.08,158.05,106.08,150.85
7/13/2011,124.9,140.86,103.59,120.96,159.9,107.55,153
7/14/2011,124.63,140.77,103.44,121.23,160.26,107.22,152.81
7/15/2011,124.77,140.95,104.23,121.75,160.24,106.7,153.2
7/18/2011,124.77,140.59,103.71,121.02,159.41,106.19,151.8699
7/19/2011,124.5,140.86,104.59,120.02,160.13,107.48,152.9499
7/20/2011,125.24,141.72,104.95,120.74,160.46,107.63,154.514
7/21/2011,125.75,143.22,105.18,121.17,161.86,108.6,157.75
7/22/2011,125.77,143.15,104.7669,121,161.86,108.79,157.35
7/25/2011,125.94,143.2,105.15,122.86,161.74,108.75,157.19
7/26/2011,126.59,144.61,105.46,123.53,162.98,109.92,159.45
7/27/2011,126.47,143.23,104.81,123.43,162.21,110.48,157.05
7/28/2011,126.86,142.54,104.52,123.404,162.29,110.18,157.23
7/29/2011,128.15,143.14,104.08,125.79,162.98,110.27,158.426
